,Date,Start (ET),Visitor,Visitor Points,Home,Home Points,Arena,Box Score Link,Arena_Corrected,Teams,Game_Latitude,Game_Longitude,Prev_Game_Lat,Prev_Game_Long,Prev_Date,Travel_Distance,Back_to_Back,Team,Winner,Opponent_WinPct
1955,2024-04-14,1:00p,Brooklyn Nets,86,Philadelphia 76ers,107,Wells Fargo Center,/boxscores/202404140PHI.html,Wells Fargo Center,76ers,39.9016048,-75.17200096,40.75074427,-73.99350307,4/12/24,137.4596014087994,False,Brooklyn Nets,Philadelphia 76ers,0.5679012345679012
2037,2024-04-14,1:00p,Toronto Raptors,103,Miami Heat,118,Kaseya Center,/boxscores/202404140MIA.html,Kaseya Center,Heat,25.7814792,-80.18699451,25.7814792,-80.18699451,4/12/24,0.0,False,Toronto Raptors,Miami Heat,0.5555555555555556
2119,2024-04-14,1:00p,Chicago Bulls,119,New York Knicks,120,Madison Square Garden (IV),/boxscores/202404140NYK.html,Madison Square Garden,Knicks,40.75074427,-73.99350307,38.89838877,-77.02081388,4/12/24,330.5106390806268,False,Chicago Bulls,New York Knicks,0.6049382716049383
1695,2024-04-14,3:30p,Houston Rockets,116,Los Angeles Clippers,105,Crypto.com Arena,/boxscores/202404140LAC.html,Crypto.com Arena,Clippers,34.04327087,-118.2673077,34.04327087,-118.2673077,4/12/24,0.0,False,Los Angeles Clippers,Houston Rockets,0.49382716049382713
702,2024-04-14,1:00p,Washington Wizards,122,Boston Celtics,132,TD Garden,/boxscores/202404140BOS.html,TD Garden,Celtics,42.37,-71.06216746,38.89838877,-77.02081388,4/12/24,633.6344349909504,False,Washington Wizards,Boston Celtics,0.7777777777777778
256,2024-04-14,3:30p,Phoenix Suns,125,Minnesota Timberwolves,106,Target Center,/boxscores/202404140MIN.html,Target Center,Wolves,44.97989588,-93.27615907,44.97989588,-93.27615907,4/12/24,0.0,False,Minnesota Timberwolves,Phoenix Suns,0.5925925925925926
1601,2024-04-14,3:30p,Denver Nuggets,126,Memphis Grizzlies,111,FedEx Forum,/boxscores/202404140MEM.html,FedExForum,Grizzlies,35.13827779,-90.05061859,29.42731446,-98.4374652,4/12/24,1011.6420997895166,False,Denver Nuggets,Denver Nuggets,0.3312883435582822
620,2024-04-14,3:30p,Detroit Pistons,95,San Antonio Spurs,123,Frost Bank Center,/boxscores/202404140SAS.html,Frost Bank Center,Spurs,29.42731446,-98.4374652,32.79084174,-96.81031908,4/12/24,404.8006861212596,False,Detroit Pistons,San Antonio Spurs,0.26380368098159507
966,2024-04-14,3:30p,Portland Trail Blazers,82,Sacramento Kings,121,Golden 1 Center,/boxscores/202404140SAC.html,Golden 1 Center,Kings,38.58042676,-121.4996817,38.58042676,-121.4996817,4/12/24,0.0,False,Sacramento Kings,Sacramento Kings,0.25925925925925924
537,2024-04-14,1:00p,Atlanta Hawks,115,Indiana Pacers,157,Gainbridge Fieldhouse,/boxscores/202404140IND.html,Gainbridge Fieldhouse,Pacers,39.76434114,-86.15563165,44.97989588,-93.27615907,4/12/24,823.0837861710103,False,Atlanta Hawks,Indiana Pacers,0.5609756097560976
436,2024-04-14,1:00p,Washington Wizards,122,Boston Celtics,132,TD Garden,/boxscores/202404140BOS.html,TD Garden,Celtics,42.37,-71.06216746,42.36641599,-71.06216746,4/12/24,0.3985237290433264,False,Boston Celtics,Boston Celtics,0.18404907975460122
2368,2024-04-14,1:00p,Atlanta Hawks,115,Indiana Pacers,157,Gainbridge Fieldhouse,/boxscores/202404140IND.html,Gainbridge Fieldhouse,Pacers,39.76434114,-86.15563165,41.4969733,-81.68818615,4/12/24,423.298867650834,False,Indiana Pacers,Indiana Pacers,0.44171779141104295
1154,2024-04-14,3:30p,Portland Trail Blazers,82,Sacramento Kings,121,Golden 1 Center,/boxscores/202404140SAC.html,Golden 1 Center,Kings,38.58042676,-121.4996817,45.53187324,-122.6668208,4/12/24,778.9234143044382,False,Portland Trail Blazers,Sacramento Kings,0.558282208588957
2549,2024-04-14,1:00p,Milwaukee Bucks,88,Orlando Magic,113,Kia Center,/boxscores/202404140ORL.html,Kia Center,Magic,28.53944289,-81.38376767,35.46387036,-97.51509234,4/12/24,1701.8371018784585,False,Milwaukee Bucks,Orlando Magic,0.5705521472392638
1236,2024-04-14,3:30p,Dallas Mavericks,86,Oklahoma City Thunder,135,Paycom Center,/boxscores/202404140OKC.html,Paycom Center,Thunder,35.46387036,-97.51509234,35.46387036,-97.51509234,4/12/24,0.0,False,Oklahoma City Thunder,Oklahoma City Thunder,0.6134969325153374
878,2024-04-14,3:30p,Los Angeles Lakers,124,New Orleans Pelicans,108,Smoothie King Center,/boxscores/202404140NOP.html,Smoothie King Center,Pelicans,29.94947202,-90.08207826,37.76824305,-122.3879952,4/12/24,3089.870412358639,False,New Orleans Pelicans,Los Angeles Lakers,0.5757575757575758
1328,2024-04-14,1:00p,Brooklyn Nets,86,Philadelphia 76ers,107,Wells Fargo Center,/boxscores/202404140PHI.html,Wells Fargo Center,76ers,39.9016048,-75.17200096,39.9016048,-75.17200096,4/12/24,0.0,False,Philadelphia 76ers,Philadelphia 76ers,0.39263803680981596
1417,2024-04-14,1:00p,Chicago Bulls,119,New York Knicks,120,Madison Square Garden (IV),/boxscores/202404140NYK.html,Madison Square Garden,Knicks,40.75074427,-73.99350307,40.75074427,-73.99350307,4/12/24,0.0,False,New York Knicks,New York Knicks,0.4785276073619632
2285,2024-04-14,3:30p,Utah Jazz,116,Golden State Warriors,123,Chase Center,/boxscores/202404140GSW.html,Chase Center,Warriors,37.76824305,-122.3879952,34.04327087,-118.2673077,4/12/24,556.0170387307771,False,Utah Jazz,Golden State Warriors,0.558282208588957
1512,2024-04-14,1:00p,Toronto Raptors,103,Miami Heat,118,Kaseya Center,/boxscores/202404140MIA.html,Kaseya Center,Heat,25.7814792,-80.18699451,25.7814792,-80.18699451,4/12/24,0.0,False,Miami Heat,Miami Heat,0.3067484662576687
170,2024-04-14,3:30p,Phoenix Suns,125,Minnesota Timberwolves,106,Target Center,/boxscores/202404140MIN.html,Target Center,Wolves,44.97989588,-93.27615907,38.58042676,-121.4996817,4/12/24,2431.911562294721,False,Phoenix Suns,Phoenix Suns,0.6871165644171779
354,2024-04-14,3:30p,Houston Rockets,116,Los Angeles Clippers,105,Crypto.com Arena,/boxscores/202404140LAC.html,Crypto.com Arena,Clippers,34.04327087,-118.2673077,45.53187324,-122.6668208,4/12/24,1331.0754816867934,False,Houston Rockets,Houston Rockets,0.6257668711656442
2637,2024-04-14,1:00p,Charlotte Hornets,120,Cleveland Cavaliers,110,Rocket Mortgage Fieldhouse,/boxscores/202404140CLE.html,Rocket Mortgage FieldHouse,Cavs,41.4969733,-81.68818615,42.36641599,-71.06216746,4/12/24,883.7233686294084,False,Charlotte Hornets,Charlotte Hornets,0.588957055214724
879,2024-04-16,7:30p,Los Angeles Lakers,110,New Orleans Pelicans,106,Smoothie King Center,/boxscores/202404160NOP.html,Smoothie King Center,Pelicans,29.94947202,-90.08207826,29.94947202,-90.08207826,4/14/24,0.0,False,New Orleans Pelicans,Los Angeles Lakers,0.5783132530120482
83,2024-04-16,7:30p,Los Angeles Lakers,110,New Orleans Pelicans,106,Smoothie King Center,/boxscores/202404160NOP.html,Smoothie King Center,Pelicans,29.94947202,-90.08207826,29.94947202,-90.08207826,4/14/24,0.0,False,Los Angeles Lakers,Los Angeles Lakers,0.593939393939394
1873,2024-04-16,10:00p,Golden State Warriors,94,Sacramento Kings,118,Golden 1 Center,/boxscores/202404160SAC.html,Golden 1 Center,Kings,38.58042676,-121.4996817,37.76824305,-122.3879952,4/14/24,119.10241775515942,False,Golden State Warriors,Sacramento Kings,0.5609756097560976
967,2024-04-16,10:00p,Golden State Warriors,94,Sacramento Kings,118,Golden 1 Center,/boxscores/202404160SAC.html,Golden 1 Center,Kings,38.58042676,-121.4996817,38.58042676,-121.4996817,4/14/24,0.0,False,Sacramento Kings,Sacramento Kings,0.5575757575757576
538,2024-04-17,9:30p,Atlanta Hawks,116,Chicago Bulls,131,United Center,/boxscores/202404170CHI.html,United Center,Bulls,41.88085455,-87.674251,39.76434114,-86.15563165,4/14/24,267.7873210399984,False,Atlanta Hawks,Chicago Bulls,0.47560975609756095
2120,2024-04-17,9:30p,Atlanta Hawks,116,Chicago Bulls,131,United Center,/boxscores/202404170CHI.html,United Center,Bulls,41.88085455,-87.674251,40.75074427,-73.99350307,4/14/24,1148.217489168093,False,Chicago Bulls,Chicago Bulls,0.43636363636363634
1513,2024-04-17,7:00p,Miami Heat,104,Philadelphia 76ers,105,Wells Fargo Center,/boxscores/202404170PHI.html,Wells Fargo Center,76ers,39.9016048,-75.17200096,25.7814792,-80.18699451,4/14/24,1637.7206733864973,False,Miami Heat,Philadelphia 76ers,0.573170731707317
1329,2024-04-17,7:00p,Miami Heat,104,Philadelphia 76ers,105,Wells Fargo Center,/boxscores/202404170PHI.html,Wells Fargo Center,76ers,39.9016048,-75.17200096,39.9016048,-75.17200096,4/14/24,0.0,False,Philadelphia 76ers,Philadelphia 76ers,0.5575757575757576
968,2024-04-19,9:30p,Sacramento Kings,98,New Orleans Pelicans,105,Smoothie King Center,/boxscores/202404190NOP.html,Smoothie King Center,Pelicans,29.94947202,-90.08207826,38.58042676,-121.4996817,4/16/24,3025.1443899731985,False,Sacramento Kings,New Orleans Pelicans,0.5903614457831325
2121,2024-04-19,7:00p,Chicago Bulls,91,Miami Heat,112,Kaseya Center,/boxscores/202404190MIA.html,Kaseya Center,Heat,25.7814792,-80.18699451,41.88085455,-87.674251,4/17/24,1917.1214666399185,False,Chicago Bulls,Miami Heat,0.5542168674698795
1514,2024-04-19,7:00p,Chicago Bulls,91,Miami Heat,112,Kaseya Center,/boxscores/202404190MIA.html,Kaseya Center,Heat,25.7814792,-80.18699451,39.9016048,-75.17200096,4/17/24,1637.7206733864973,False,Miami Heat,Miami Heat,0.47904191616766467
880,2024-04-19,9:30p,Sacramento Kings,98,New Orleans Pelicans,105,Smoothie King Center,/boxscores/202404190NOP.html,Smoothie King Center,Pelicans,29.94947202,-90.08207826,29.94947202,-90.08207826,4/16/24,0.0,False,New Orleans Pelicans,New Orleans Pelicans,0.562874251497006
1784,2024-04-20,1:00p,Orlando Magic,83,Cleveland Cavaliers,97,Rocket Mortgage Fieldhouse,/boxscores/202404200CLE.html,Rocket Mortgage FieldHouse,Cavs,41.4969733,-81.68818615,28.53944289,-81.38376767,4/14/24,1441.0754924271494,False,Orlando Magic,Cleveland Cavaliers,0.5853658536585366
84,2024-04-20,8:30p,Los Angeles Lakers,103,Denver Nuggets,114,Ball Arena,/boxscores/202404200DEN.html,Ball Arena,Nuggets,39.74888699,-105.007631,29.94947202,-90.08207826,4/16/24,1740.0620612478892,False,Los Angeles Lakers,Denver Nuggets,0.6951219512195121
1330,2024-04-20,6:00p,Philadelphia 76ers,104,New York Knicks,111,Madison Square Garden (IV),/boxscores/202404200NYK.html,Madison Square Garden,Knicks,40.75074427,-73.99350307,39.9016048,-75.17200096,4/17/24,137.4596014087994,False,Philadelphia 76ers,New York Knicks,0.6097560975609756
171,2024-04-20,3:30p,Phoenix Suns,95,Minnesota Timberwolves,120,Target Center,/boxscores/202404200MIN.html,Target Center,Wolves,44.97989588,-93.27615907,44.97989588,-93.27615907,4/14/24,0.0,False,Phoenix Suns,Minnesota Timberwolves,0.6829268292682927
1602,2024-04-20,8:30p,Los Angeles Lakers,103,Denver Nuggets,114,Ball Arena,/boxscores/202404200DEN.html,Ball Arena,Nuggets,39.74888699,-105.007631,35.13827779,-90.05061859,4/14/24,1414.2747077482168,False,Denver Nuggets,Denver Nuggets,0.5798816568047337
257,2024-04-20,3:30p,Phoenix Suns,95,Minnesota Timberwolves,120,Target Center,/boxscores/202404200MIN.html,Target Center,Wolves,44.97989588,-93.27615907,44.97989588,-93.27615907,4/14/24,0.0,False,Minnesota Timberwolves,Minnesota Timberwolves,0.593939393939394
1418,2024-04-20,6:00p,Philadelphia 76ers,104,New York Knicks,111,Madison Square Garden (IV),/boxscores/202404200NYK.html,Madison Square Garden,Knicks,40.75074427,-73.99350307,40.75074427,-73.99350307,4/14/24,0.0,False,New York Knicks,New York Knicks,0.5748502994011976
785,2024-04-20,1:00p,Orlando Magic,83,Cleveland Cavaliers,97,Rocket Mortgage Fieldhouse,/boxscores/202404200CLE.html,Rocket Mortgage FieldHouse,Cavs,41.4969733,-81.68818615,41.4969733,-81.68818615,4/14/24,0.0,False,Cleveland Cavaliers,Cleveland Cavaliers,0.5696969696969697
1515,2024-04-21,1:00p,Miami Heat,94,Boston Celtics,114,TD Garden,/boxscores/202404210BOS.html,TD Garden,Celtics,42.37,-71.06216746,25.7814792,-80.18699451,4/19/24,2023.9738684532265,False,Miami Heat,Boston Celtics,0.7804878048780488
1051,2024-04-21,3:30p,Dallas Mavericks,97,Los Angeles Clippers,109,Crypto.com Arena,/boxscores/202404210LAC.html,Crypto.com Arena,Clippers,34.04327087,-118.2673077,35.46387036,-97.51509234,4/14/24,1898.9686651830011,False,Dallas Mavericks,Los Angeles Clippers,0.6219512195121951
437,2024-04-21,1:00p,Miami Heat,94,Boston Celtics,114,TD Garden,/boxscores/202404210BOS.html,TD Garden,Celtics,42.37,-71.06216746,42.36641599,-71.06216746,4/14/24,0.3985237290433264,False,Boston Celtics,Boston Celtics,0.5562130177514792
1237,2024-04-21,9:30p,New Orleans Pelicans,92,Oklahoma City Thunder,94,Paycom Center,/boxscores/202404210OKC.html,Paycom Center,Thunder,35.46387036,-97.51509234,35.46387036,-97.51509234,4/14/24,0.0,False,Oklahoma City Thunder,Oklahoma City Thunder,0.5952380952380952
881,2024-04-21,9:30p,New Orleans Pelicans,92,Oklahoma City Thunder,94,Paycom Center,/boxscores/202404210OKC.html,Paycom Center,Thunder,35.46387036,-97.51509234,29.94947202,-90.08207826,4/19/24,926.6190716345052,False,New Orleans Pelicans,Oklahoma City Thunder,0.696969696969697
2550,2024-04-21,7:00p,Indiana Pacers,94,Milwaukee Bucks,109,Fiserv Forum,/boxscores/202404210MIL.html,Fiserv Forum,Bucks,43.04526446,-87.91742912,28.53944289,-81.38376767,4/14/24,1715.8284156771351,False,Milwaukee Bucks,Milwaukee Bucks,0.5662650602409639
1696,2024-04-21,3:30p,Dallas Mavericks,97,Los Angeles Clippers,109,Crypto.com Arena,/boxscores/202404210LAC.html,Crypto.com Arena,Clippers,34.04327087,-118.2673077,34.04327087,-118.2673077,4/14/24,0.0,False,Los Angeles Clippers,Los Angeles Clippers,0.6060606060606061
2369,2024-04-21,7:00p,Indiana Pacers,94,Milwaukee Bucks,109,Fiserv Forum,/boxscores/202404210MIL.html,Fiserv Forum,Bucks,43.04526446,-87.91742912,39.76434114,-86.15563165,4/14/24,393.2753602664372,False,Indiana Pacers,Milwaukee Bucks,0.6
1331,2024-04-22,7:30p,Philadelphia 76ers,101,New York Knicks,104,Madison Square Garden (IV),/boxscores/202404220NYK.html,Madison Square Garden,Knicks,40.75074427,-73.99350307,40.75074427,-73.99350307,4/20/24,0.0,False,Philadelphia 76ers,New York Knicks,0.6144578313253012
1419,2024-04-22,7:30p,Philadelphia 76ers,101,New York Knicks,104,Madison Square Garden (IV),/boxscores/202404220NYK.html,Madison Square Garden,Knicks,40.75074427,-73.99350307,40.75074427,-73.99350307,4/20/24,0.0,False,New York Knicks,New York Knicks,0.5680473372781065
786,2024-04-22,7:00p,Orlando Magic,86,Cleveland Cavaliers,96,Rocket Mortgage Fieldhouse,/boxscores/202404220CLE.html,Rocket Mortgage FieldHouse,Cavs,41.4969733,-81.68818615,41.4969733,-81.68818615,4/20/24,0.0,False,Cleveland Cavaliers,Cleveland Cavaliers,0.5662650602409639
85,2024-04-22,10:00p,Los Angeles Lakers,99,Denver Nuggets,101,Ball Arena,/boxscores/202404220DEN.html,Ball Arena,Nuggets,39.74888699,-105.007631,39.74888699,-105.007631,4/20/24,0.0,False,Los Angeles Lakers,Denver Nuggets,0.6987951807228916
1785,2024-04-22,7:00p,Orlando Magic,86,Cleveland Cavaliers,96,Rocket Mortgage Fieldhouse,/boxscores/202404220CLE.html,Rocket Mortgage FieldHouse,Cavs,41.4969733,-81.68818615,41.4969733,-81.68818615,4/20/24,0.0,False,Orlando Magic,Cleveland Cavaliers,0.592814371257485
1603,2024-04-22,10:00p,Los Angeles Lakers,99,Denver Nuggets,101,Ball Arena,/boxscores/202404220DEN.html,Ball Arena,Nuggets,39.74888699,-105.007631,39.74888699,-105.007631,4/20/24,0.0,False,Denver Nuggets,Denver Nuggets,0.5730994152046783
2370,2024-04-23,8:30p,Indiana Pacers,125,Milwaukee Bucks,108,Fiserv Forum,/boxscores/202404230MIL.html,Fiserv Forum,Bucks,43.04526446,-87.91742912,43.04526446,-87.91742912,4/21/24,0.0,False,Indiana Pacers,Indiana Pacers,0.6024096385542169
2551,2024-04-23,8:30p,Indiana Pacers,125,Milwaukee Bucks,108,Fiserv Forum,/boxscores/202404230MIL.html,Fiserv Forum,Bucks,43.04526446,-87.91742912,43.04526446,-87.91742912,4/21/24,0.0,False,Milwaukee Bucks,Indiana Pacers,0.5621301775147929
1697,2024-04-23,10:00p,Dallas Mavericks,96,Los Angeles Clippers,93,Crypto.com Arena,/boxscores/202404230LAC.html,Crypto.com Arena,Clippers,34.04327087,-118.2673077,34.04327087,-118.2673077,4/21/24,0.0,False,Los Angeles Clippers,Dallas Mavericks,0.6024096385542169
172,2024-04-23,7:30p,Phoenix Suns,93,Minnesota Timberwolves,105,Target Center,/boxscores/202404230MIN.html,Target Center,Wolves,44.97989588,-93.27615907,44.97989588,-93.27615907,4/20/24,0.0,False,Phoenix Suns,Minnesota Timberwolves,0.6867469879518072
258,2024-04-23,7:30p,Phoenix Suns,93,Minnesota Timberwolves,105,Target Center,/boxscores/202404230MIN.html,Target Center,Wolves,44.97989588,-93.27615907,44.97989588,-93.27615907,4/20/24,0.0,False,Minnesota Timberwolves,Minnesota Timberwolves,0.5868263473053892
1052,2024-04-23,10:00p,Dallas Mavericks,96,Los Angeles Clippers,93,Crypto.com Arena,/boxscores/202404230LAC.html,Crypto.com Arena,Clippers,34.04327087,-118.2673077,34.04327087,-118.2673077,4/21/24,0.0,False,Dallas Mavericks,Dallas Mavericks,0.6227544910179641
882,2024-04-24,9:30p,New Orleans Pelicans,92,Oklahoma City Thunder,124,Paycom Center,/boxscores/202404240OKC.html,Paycom Center,Thunder,35.46387036,-97.51509234,35.46387036,-97.51509234,4/21/24,0.0,False,New Orleans Pelicans,Oklahoma City Thunder,0.6987951807228916
1516,2024-04-24,7:00p,Miami Heat,111,Boston Celtics,101,TD Garden,/boxscores/202404240BOS.html,TD Garden,Celtics,42.37,-71.06216746,42.36641599,-71.06216746,4/21/24,0.3985237290433264,False,Miami Heat,Miami Heat,0.7831325301204819
1238,2024-04-24,9:30p,New Orleans Pelicans,92,Oklahoma City Thunder,124,Paycom Center,/boxscores/202404240OKC.html,Paycom Center,Thunder,35.46387036,-97.51509234,35.46387036,-97.51509234,4/21/24,0.0,False,Oklahoma City Thunder,Oklahoma City Thunder,0.5847953216374269
438,2024-04-24,7:00p,Miami Heat,111,Boston Celtics,101,TD Garden,/boxscores/202404240BOS.html,TD Garden,Celtics,42.37,-71.06216746,42.36641599,-71.06216746,4/21/24,0.3985237290433264,False,Boston Celtics,Miami Heat,0.5555555555555556
1604,2024-04-25,10:00p,Denver Nuggets,112,Los Angeles Lakers,105,Crypto.com Arena,/boxscores/202404250LAL.html,Crypto.com Arena,Lakers,34.04327087,-118.2673077,39.74888699,-105.007631,4/22/24,1336.974732201424,False,Denver Nuggets,Denver Nuggets,0.5697674418604651
1332,2024-04-25,7:30p,New York Knicks,114,Philadelphia 76ers,125,Wells Fargo Center,/boxscores/202404250PHI.html,Wells Fargo Center,76ers,39.9016048,-75.17200096,40.75074427,-73.99350307,4/22/24,137.4596014087994,False,Philadelphia 76ers,Philadelphia 76ers,0.6190476190476191
86,2024-04-25,10:00p,Denver Nuggets,112,Los Angeles Lakers,105,Crypto.com Arena,/boxscores/202404250LAL.html,Crypto.com Arena,Lakers,34.04327087,-118.2673077,39.74888699,-105.007631,4/22/24,1336.974732201424,False,Los Angeles Lakers,Denver Nuggets,0.7041420118343196
1420,2024-04-25,7:30p,New York Knicks,114,Philadelphia 76ers,125,Wells Fargo Center,/boxscores/202404250PHI.html,Wells Fargo Center,76ers,39.9016048,-75.17200096,40.75074427,-73.99350307,4/22/24,137.4596014087994,False,New York Knicks,Philadelphia 76ers,0.5672514619883041
1786,2024-04-25,7:00p,Cleveland Cavaliers,83,Orlando Magic,121,Kia Center,/boxscores/202404250ORL.html,Kia Center,Magic,28.53944289,-81.38376767,41.4969733,-81.68818615,4/22/24,1441.0754924271494,False,Orlando Magic,Orlando Magic,0.5952380952380952
787,2024-04-25,7:00p,Cleveland Cavaliers,83,Orlando Magic,121,Kia Center,/boxscores/202404250ORL.html,Kia Center,Magic,28.53944289,-81.38376767,41.4969733,-81.68818615,4/22/24,1441.0754924271494,False,Cleveland Cavaliers,Orlando Magic,0.5621301775147929
1698,2024-04-26,8:00p,Los Angeles Clippers,90,Dallas Mavericks,101,American Airlines Center,/boxscores/202404260DAL.html,American Airlines Center,Mavericks,32.79084174,-96.81031908,34.04327087,-118.2673077,4/23/24,1992.6973994581128,False,Los Angeles Clippers,Dallas Mavericks,0.6071428571428571
173,2024-04-26,10:30p,Minnesota Timberwolves,126,Phoenix Suns,109,Footprint Center,/boxscores/202404260PHO.html,Footprint Center,Suns,33.44599214,-112.0712861,44.97989588,-93.27615907,4/23/24,2056.8981744162925,False,Phoenix Suns,Minnesota Timberwolves,0.6904761904761905
2371,2024-04-26,5:30p,Milwaukee Bucks,118,Indiana Pacers,121,Gainbridge Fieldhouse,/boxscores/202404260IND.html,Gainbridge Fieldhouse,Pacers,39.76434114,-86.15563165,43.04526446,-87.91742912,4/23/24,393.2753602664372,False,Indiana Pacers,Indiana Pacers,0.5952380952380952
